,gene_ids,n_cells,highly_variable,means,dispersions,dispersions_norm
DLGAP4,ENSG00000080845,57,False,0.19339233138120746,1.4138955268442834,-0.0691219
C20orf24,ENSG00000101084,436,False,1.1874986406870456,1.9297480274122136,-0.26348898
SLA2,ENSG00000101082,51,False,0.179861496533535,1.280659069918844,-0.31511295
SAMHD1,ENSG00000101347,325,False,0.9365768500961209,1.4217788170097447,-0.8182675
RPN2,ENSG00000118705,275,True,0.8855129863372733,3.058010749353253,1.5711639
BLCAP,ENSG00000166619,94,True,0.3750601533835371,3.4254334302838627,3.644729
CTNNBL1,ENSG00000132792,148,False,0.4539694922532176,1.2657808188563835,-0.62500036
MAFB,ENSG00000204103,182,True,0.6976950793348793,2.8805454172510254,1.329697
TOP1,ENSG00000198900,92,False,0.2903299052721956,1.3626876714571472,-0.16366565
CHD6,ENSG00000124177,46,False,0.16973796357530122,1.3781569393283346,-0.13510513
SRSF6,ENSG00000124193,88,False,0.2720589686247671,1.1689335265758352,-0.52138895
IFT52,ENSG00000101052,71,False,0.2442099092933659,1.3973507421212605,-0.09966811
OSER1,ENSG00000132823,118,True,0.4133378839872759,2.590314872584256,1.0369326
SERINC3,ENSG00000132824,100,False,0.323025809292651,1.263364261910786,-0.3470439
ADA,ENSG00000196839,174,True,0.6041944220571919,2.536727922657808,0.96969545
YWHAB,ENSG00000166913,596,True,1.722517605575474,3.0592146290278324,1.390363
STK4,ENSG00000101109,210,False,0.6358514989703371,1.3148451551783134,-0.5634378
SYS1,ENSG00000204070,81,False,0.27157707663683267,1.2731440422281353,-0.32898775
PIGT,ENSG00000124155,104,True,0.3911206066540939,2.8446838609492286,1.3560971
DNTTIP1,ENSG00000101457,92,False,0.28640487760135774,1.2266374780679332,-0.41485164
ACOT8,ENSG00000101473,81,False,0.27255769310792993,1.36050421847635,-0.1676969
CTSA,ENSG00000064601,207,False,0.6328208103219007,1.3620281687718185,-0.50423586
CD40,ENSG00000101017,62,False,0.2021412355793417,1.2880911739860603,-0.30139124
SLC35C2,ENSG00000080189,75,False,0.25589469203466686,1.3155584203441752,-0.25067917
TP53RK,ENSG00000172315,55,False,0.20548034081056682,1.4589047672550135,0.013977512
NCOA3,ENSG00000124151,61,False,0.19341479589152025,1.2661171715685733,-0.3419613
SULF2,ENSG00000196562,67,False,0.23057716476928136,1.356693825288906,-0.17473193
PREX1,ENSG00000124126,81,False,0.2660960867788233,1.3330425580671066,-0.21839866
STAU1,ENSG00000124214,57,True,0.2651626854030995,3.3117179901134555,3.4347792
DDX27,ENSG00000124228,108,False,0.341991579090163,1.2009755468538554,-0.4622306
ZNFX1,ENSG00000124201,66,False,0.22150184162129574,1.2821417912045303,-0.31237543
ZFAS1,ENSG00000177410,547,False,1.409617955881133,1.3190490535277193,-1.2448566
RNF114,ENSG00000124226,181,False,0.5563846432942481,1.3260618445324277,-0.5493639
TMEM189,ENSG00000240849,74,False,0.22133909887314288,1.122126448482307,-0.6078077
CEBPB,ENSG00000172216,446,True,1.697282674255616,2.974259609797026,1.243991
RP11-290F20.3,ENSG00000224397,220,False,0.9118335399581536,1.9913075528091262,-0.063026115
PTPN1,ENSG00000196396,104,False,0.3687223652188626,1.5384763459575066,0.16088848
BCAS4,ENSG00000124243,52,False,0.17813822332199997,1.3098309177997887,-0.2612537
DPM1,ENSG00000000419,137,False,0.43860173322033374,1.4228759283730172,-0.42788836
NFATC2,ENSG00000101096,45,False,0.1881278247224977,1.6349484650821082,0.3390025
RTFDC1,ENSG00000022277,293,False,0.8129379283658025,1.2274071042696066,-0.9196333
RAE1,ENSG00000101146,79,False,0.25176683270045513,1.245025613335737,-0.38090208
RBM38,ENSG00000132819,92,False,0.32224234185500084,1.5867059686773692,0.2499336
ZBP1,ENSG00000124256,62,True,0.25528869142699356,2.5588548128466906,2.0447872
RAB22A,ENSG00000124209,61,False,0.19622098184156778,1.2894313911594073,-0.29891685
VAPB,ENSG00000124164,56,False,0.20426310903422212,1.4823127399263027,0.057195053
STX16,ENSG00000124222,96,False,0.30118409592308626,1.2101881696019607,-0.44522157
GNAS,ENSG00000087460,402,False,1.0869744731601685,1.2454102917212497,-1.0521466
NELFCD,ENSG00000101158,87,False,0.27710664873953544,1.2006102163050547,-0.4629051
CTSZ,ENSG00000101160,191,True,0.6705156564987579,2.715084393393696,1.1045637
ATP5E,ENSG00000124172,776,False,2.170893626642288,1.510547584707249,-1.4587686
SLMO2,ENSG00000101166,140,False,0.4523442662967252,1.3128958865052212,-0.56588364
FAM217B,ENSG00000196227,44,False,0.15674645274042204,1.344838533587088,-0.19662005
PSMA7,ENSG00000101182,679,True,1.8409953697654258,2.7351220032223447,0.8319723
MTG2,ENSG00000101181,45,False,0.1401650090178472,1.209622152463016,-0.4462666
ADRM1,ENSG00000130706,250,False,0.7205481956656846,1.2925312136525542,-0.8310227
RPS21,ENSG00000171858,819,False,2.4468591566263345,1.70186544169694,-1.1089512
OGFR,ENSG00000060491,135,False,0.4208988964171021,1.3338930434069938,-0.53953785
GID8,ENSG00000101193,142,False,0.4576924068736093,2.101287507555097,0.42333516
PPDPF,ENSG00000125534,828,False,2.32848115128396,1.589867860391617,-1.2791232
HELZ2,ENSG00000130589,84,False,0.2655628934203337,1.1707301856160552,-0.51807183
CTD-3184A7.4,ENSG00000232442,59,False,0.20442815088433958,1.338455030027304,-0.20840575
STMN3,ENSG00000197457,94,False,0.3303652583943147,1.4188995272555316,-0.059883136
ARFRP1,ENSG00000101246,108,False,0.3416870863891435,1.2343645073075307,-0.4005854
SLC2A4RG,ENSG00000125520,42,False,0.1477972901582594,1.2539886952603454,-0.36435378
TPD52L2,ENSG00000101150,106,False,0.32727331291500095,1.2041884897447186,-0.45629862
DNAJC5,ENSG00000101152,66,False,0.23741553183909933,1.3829726042304433,-0.1262141
UCKL1,ENSG00000198276,66,False,0.22728027259119032,1.4036702133900902,-0.08800063
PRPF6,ENSG00000101161,126,True,0.44511927629437814,2.740313073011798,1.2251399
LINC00176,ENSG00000196421,55,False,0.20980790968803342,1.454843701088417,0.00647967
TCEA2,ENSG00000171703,78,False,0.26508046254465206,1.302195958995581,-0.27534994
RGS19,ENSG00000171700,389,True,1.1786670040264287,3.3069359777858987,1.9495941
PCMTD2,ENSG00000203880,49,False,0.1673257611783095,1.21814368050353,-0.4305335
TPGS1,ENSG00000141933,174,False,0.5279957674164152,1.2438861659825455,-0.6524722
GZMM,ENSG00000197540,227,False,0.9783142193558898,2.3075558661622346,0.35634485
BSG,ENSG00000172270,336,False,0.9943028037275252,1.851874134975248,-0.24792616
RNF126,ENSG00000070423,201,False,0.6256209977690783,1.4125410122315798,-0.4408559
PTBP1,ENSG00000011304,164,False,0.5049954610015625,1.354147441026,-0.51412404
CFD,ENSG00000197766,357,True,1.6921983101123246,2.6657998076258105,0.9534984
MED16,ENSG00000175221,54,False,0.1805259747705463,1.2489928907472565,-0.37357742
R3HDM4,ENSG00000198858,142,False,0.44654639638647914,1.3017401771380763,-0.579881
WDR18,ENSG00000065268,85,False,0.2658417549736596,1.1948593220544583,-0.47352284
TMEM259,ENSG00000182087,96,False,0.3058215921890988,1.225578120946697,-0.4168075
CNN2,ENSG00000064666,409,False,1.1164486774326186,1.2903523743131684,-0.99254966
HMHA1,ENSG00000180448,266,False,0.7781410594888188,1.3030386160657836,-0.81672585
POLR2E,ENSG00000099817,223,False,0.6445809576291909,1.338650275598763,-0.5335688
GPX4,ENSG00000167468,615,False,1.7376711788834922,2.130977475837813,-0.20892967
ATP5D,ENSG00000099624,617,False,1.6479005191840757,2.1645153583353998,-0.009541279
MIDN,ENSG00000167470,162,False,0.5028828670209845,1.3662342201589937,-0.4989584
CIRBP,ENSG00000099622,705,False,1.963518982742358,2.6740714895502977,0.46593302
C19orf24,ENSG00000228300,247,False,0.7439195943497312,1.5903871600220152,-0.42574722
NDUFS7,ENSG00000115286,353,False,1.049908116706343,2.1471736449944867,0.143665
DAZAP1,ENSG00000071626,98,False,0.3102170241888973,1.2459741611819644,-0.3791508
RPS15,ENSG00000115268,895,False,3.6997861150691636,2.068388355174392,-1.268567
C19orf25,ENSG00000119559,100,False,0.3334985728294641,1.3320833804462255,-0.22016956
UQCR11-1,ENSG00000127540,644,False,1.6919493054204728,1.959912927082565,-0.40261203
CTB-31O20.2,ENSG00000261526,47,False,0.15785272261368036,1.2389098589365084,-0.39219344
ABHD17A,ENSG00000129968,76,False,0.2895562909739903,1.5356844485245806,0.15573387
SCAMP4,ENSG00000227500,54,False,0.17496115645575744,1.216632890160941,-0.43332285
MKNK2,ENSG00000099875,80,False,0.2562628184609147,1.213381374390767,-0.43932605
MOB3A,ENSG00000172081,133,False,0.4064325582073196,1.2485165508665839,-0.64666235
AP3D1,ENSG00000065000,64,False,0.20729748412509785,1.2345390114943886,-0.40026322
PLEKHJ1,ENSG00000104886,213,False,0.6208837521804081,1.201057574866523,-0.70621055
SF3A2,ENSG00000104897,96,False,0.3020938511063156,1.1783318443933648,-0.5040371
OAZ1,ENSG00000104904,872,False,3.272064838078713,2.8827989339847933,0.18212418
LSM7,ENSG00000130332,308,False,0.8705567900238418,1.4784377534851014,-0.57807034
TIMM13,ENSG00000099800,279,True,0.836657935589604,2.4157141487122415,0.6972278
GADD45B,ENSG00000099860,294,False,0.9050013726357801,1.8352122863831017,-0.092627734
SLC39A3,ENSG00000141873,84,True,0.31038642580587783,2.1420592956432434,1.2752682
SGTA,ENSG00000104969,49,True,0.1922443277576575,1.9002314649094365,0.8287877
AES,ENSG00000104964,478,False,1.5285122571821923,2.179246607086845,0.018759575
GNA15,ENSG00000060558,45,False,0.15223166435392507,1.3092165255269375,-0.26238805
S1PR4,ENSG00000125910,298,False,0.8986787550725168,2.26670202778201,0.49447557
NFIC,ENSG00000141905,53,False,0.16690576150584852,1.1931352461792115,-0.47670594
HMG20B,ENSG00000064961,112,False,0.3379895270401268,1.2013505784216352,-0.4615382
MRPL54,ENSG00000183617,293,False,0.8567778198700969,1.352481530063064,-0.74945176
MATK,ENSG00000007264,66,False,0.2843411558889533,1.6621691902886881,0.3892594
EEF2,ENSG00000167658,826,False,2.372660930152926,2.3389440405859987,-0.14095806
ZBTB7A,ENSG00000178951,117,False,0.3574825736722471,1.1894307648117912,-0.48354542
MAP2K2,ENSG00000126934,101,False,0.3339966924811111,1.3263567343569387,-0.23074253
SIRT6,ENSG00000077463,42,True,0.16507381228114398,2.412714367706356,1.7749717
CCDC94,ENSG00000105248,66,True,0.31018201993315875,3.802532294568495,4.340957
TMIGD2,ENSG00000167664,51,False,0.2051122621590978,1.5495191095540806,0.18127646
SH3GL1,ENSG00000141985,43,False,0.1425663947276329,1.2213199420262113,-0.42466927
UBXN6,ENSG00000167671,53,False,0.17751314131474683,1.2433860225473443,-0.38392922
C19orf10,ENSG00000074842,305,False,0.9107160328820489,1.4152125670406692,-0.8269749
PLIN3,ENSG00000105355,99,False,0.33011788790681035,1.5756129853486027,0.22945291
SAFB2,ENSG00000130254,90,False,0.29295315601218275,1.2633538725919717,-0.3470631
SAFB,ENSG00000160633,105,False,0.35748878111798876,1.3681604818366313,-0.15356134
RPL36,ENSG00000130255,878,False,3.0868986704312977,1.8832312635050408,-1.0217527
C19orf70,ENSG00000174917,288,False,0.8446573941731018,1.5988328345933083,-0.41425568
DUS3L,ENSG00000141994,67,False,0.21366014138162726,1.2115865334694902,-0.4426398
NDUFA11,ENSG00000174886,518,True,1.4419110597736908,2.724115027769195,1.0655303
RANBP3,ENSG00000031823,47,False,0.1597100961988605,1.2388403634895133,-0.39232177
CLPP,ENSG00000125656,152,True,0.5337746108950201,2.5614647544667775,1.0007335
ALKBH7,ENSG00000125652,312,False,0.8548556501468165,1.2215108351110997,-0.92765605
GTF2F1,ENSG00000125651,108,False,0.3418931624726839,1.2553007728510617,-0.36193132
KHSRP,ENSG00000088247,44,False,0.145492424880301,1.2388547321232075,-0.39229524
DENND1C,ENSG00000205744,79,False,0.25686367823596773,1.2931407204615546,-0.2920684
GPR108,ENSG00000125734,115,False,0.3682261237005264,1.2580600806086228,-0.3568369
VAV1,ENSG00000141968,82,False,0.2665591172409428,1.240029886999017,-0.39012557
EMR1,ENSG00000174837,43,False,0.14414192040865967,1.2633521937324343,-0.3470662
MCOLN1,ENSG00000090674,53,False,0.15934068886631345,1.088567246745495,-0.66976714
PNPLA6,ENSG00000032444,68,False,0.21444570233822896,1.196756549109221,-0.47002003
XAB2,ENSG00000076924,67,False,0.22414795135060198,1.2521954510137718,-0.3676646
PET100,ENSG00000229833,226,False,0.6471514974131387,1.191654166200857,-0.9682803
STXBP2,ENSG00000076944,357,False,1.2948888316438638,2.0505181952344422,-0.0694164
RETN,ENSG00000104918,63,True,0.2806596979086451,1.9858061385584127,0.986782
TRAPPC5,ENSG00000181029,83,False,0.24802115504105146,1.1547730117300616,-0.54753315
MAP2K7,ENSG00000076984,59,True,0.29834376719476297,3.594729373347309,3.9572957
SNAPC2,ENSG00000104976,58,False,0.19219095790565402,1.3397299011498953,-0.20605199
ELAVL1,ENSG00000066044,128,False,0.403506657244406,1.2254456823066513,-0.67561007
CD320,ENSG00000167775,62,False,0.22261644370834113,1.342913349404671,-0.20017447
NDUFA7-1,ENSG00000267855,233,False,0.6666113639386242,1.44266893183784,-0.6267389
RPS28,ENSG00000233927,888,False,3.2016536545560306,1.890177968552252,-1.0060781
RAB11B,ENSG00000185236,186,False,0.561964630960418,1.312406112664689,-0.56649816
MARCH2,ENSG00000099785,87,False,0.29533944248969196,1.490138979562682,0.07164444
HNRNPM,ENSG00000099783,375,True,1.127591785944846,2.7289664567049883,0.9151696
PRAM1,ENSG00000133246,120,False,0.3986331875055961,1.5042880862749828,-0.32573804
ZNF414,ENSG00000133250,50,False,0.16720183455239723,1.200478704838374,-0.4631479
MYO1F,ENSG00000142347,337,False,1.0028412547558665,1.5649402256793956,-0.62842387
FBXL12,ENSG00000127452,50,False,0.17373807421922854,1.5378840391604258,0.15979491
UBL5,ENSG00000198258,535,False,1.4134818788374623,1.49154181286241,-0.96766794
PIN1,ENSG00000127445,245,False,0.7123172150837239,1.2706060207997054,-0.86085504
C19orf66,ENSG00000130813,202,False,0.628358501075311,1.3687227368339094,-0.495836
PPAN,ENSG00000130810,60,False,0.20505041150887748,1.2329541362088303,-0.40318936
EIF3G,ENSG00000130811,631,False,1.6239813435710113,1.6434751088465058,-1.0105346
DNMT1,ENSG00000130816,99,False,0.34121947488591053,1.7177827246059052,0.49193725
MRPL4,ENSG00000105364,130,False,0.3986244616119581,1.2618696318893774,-0.62990785
ICAM3,ENSG00000076662,503,False,1.35617370347433,1.5883078671951143,-0.81216896
TYK2,ENSG00000105397,50,False,0.18361502438765873,1.4953226434083748,0.081214905
CDC37,ENSG00000105401,279,False,0.8461931477377662,1.800432168857512,-0.13995104
KEAP1,ENSG00000079999,51,False,0.17794039405269757,1.3383845973637365,-0.20853579
S1PR5,ENSG00000180739,45,True,0.23881175721907977,1.823379087666067,0.6868971
KRI1,ENSG00000129347,50,False,0.1689520037905505,1.2751674314031214,-0.32525203
CDKN2D,ENSG00000129355,274,False,0.849353226482932,1.7739904831677034,-0.17592873
SLC44A2,ENSG00000129353,127,False,0.4180697165599075,1.3662403609781364,-0.49895072
ILF3-AS1,ENSG00000267100,185,False,0.618496045842432,1.551133192876964,-0.26696008
ILF3,ENSG00000129351,117,False,0.3839511284132959,1.4399396529646789,-0.406478
QTRT1,ENSG00000213339,66,False,0.2081557438295735,1.212146723357161,-0.44160554
DNM2,ENSG00000079805,91,False,0.3074572275577389,1.321062588664976,-0.24051698
TMED1,ENSG00000099203,79,False,0.26765668315620783,1.333794786798109,-0.21700984
C19orf38,ENSG00000214212,186,False,0.6067593620246327,1.437465148646359,-0.40958282
C19orf52,ENSG00000142444,51,True,0.22064361146535932,2.673530681530374,2.2565103
SMARCA4,ENSG00000127616,80,True,0.3052630184879574,2.2728591780366783,1.5167607
RAB3D,ENSG00000105514,51,False,0.16975216612782998,1.2215320709008834,-0.4242776
TMEM205,ENSG00000105518,157,False,0.4956366643572375,1.3101684117928618,-0.5693059
CCDC159,ENSG00000183401,62,False,0.2112866520639012,1.3428809504219292,-0.2002343
PRKCSH,ENSG00000130175,182,False,0.5378410183403106,1.2591569429265441,-0.6333115
ECSIT,ENSG00000130159,87,True,0.3681456195818422,3.4622702383821893,3.71274
ELOF1,ENSG00000130165,191,True,0.708229191171697,4.186902603857389,3.1071823
ACP5,ENSG00000102575,65,False,0.21955024673884313,1.2927676578095277,-0.29275718
ZNF44,ENSG00000197857,57,False,0.19052292771459148,1.344124505742671,-0.19793834
ZNF791,ENSG00000173875,48,False,0.17144945851223758,1.3730798554449566,-0.14447883
WDR83,ENSG00000123154,42,False,0.17128116701074336,1.7551610525547445,0.5609479
WDR83OS,ENSG00000105583,432,False,1.1867489961948832,1.382385467359901,-1.1430776
DHPS,ENSG00000095059,189,False,0.555025447851421,1.2897757201828626,-0.5948932
C19orf43,ENSG00000123144,688,False,1.7506447267923837,1.2741796837027952,-1.6851369
ASNA1,ENSG00000198356,176,False,0.5458135610166192,1.2955040693004782,-0.5877057
HOOK2,ENSG00000095066,53,True,0.26450729179651095,3.688021225361419,4.129538
JUNB,ENSG00000171223,862,False,3.397985671618544,2.902733230694228,0.21079
PRDX2,ENSG00000167815,313,False,0.9389478769576901,1.4347204008187997,-0.8011059
RNASEH2A,ENSG00000104889,43,False,0.13915956407974095,1.2795444673122656,-0.31717083
DNASE2,ENSG00000105612,127,False,0.4025170552460216,1.2946385347330345,-0.58879167
FARSA,ENSG00000179115,63,False,0.22128424831985127,1.4105038681676971,-0.07538383
CALR,ENSG00000179218,360,False,1.0733110209997023,1.6316692457807045,-0.53993577
RAD23A,ENSG00000179262,231,False,0.6910399117727926,1.4557684077783173,-0.6089152
GADD45GIP1,ENSG00000179271,318,False,0.9078496209924882,1.8017070975428464,-0.31445172
LYL1,ENSG00000104903,162,False,0.5238319183053658,1.4846896710132098,-0.35032877
TRMT1,ENSG00000104907,103,False,0.3360471515593966,1.399897959410316,-0.09496524
STX10,ENSG00000104915,218,False,0.6340768211510839,1.2357737698522844,-0.66265106
IER2,ENSG00000160888,673,False,2.0748786172642175,2.564535607693274,0.28473872
CCDC130,ENSG00000104957,49,False,0.1756640250131143,1.3303227450806927,-0.22342019
C19orf53,ENSG00000104979,491,False,1.291590701249749,1.2914963108609532,-1.2891327
MIR24-2,ENSG00000267519,148,False,0.5025931002413436,1.5322365222562457,-0.2906703
IL27RA,ENSG00000104998,116,False,0.39588951682760776,1.349713452269741,-0.51968753
PRKACA,ENSG00000072062,66,False,0.21308114411413426,1.2023271801980107,-0.45973513
CD97,ENSG00000123146,310,False,0.9404587266043851,1.458465629049296,-0.76961786
DDX39A,ENSG00000123136,162,False,0.5252340990428752,1.4370409892654776,-0.41011503
PKN1,ENSG00000123143,150,False,0.47675059791221747,1.3189225449779283,-0.5583218
GIPC1,ENSG00000123159,56,False,0.18962791955628108,1.2823450591707448,-0.31200016
DNAJB1,ENSG00000132002,295,False,0.8909059313197374,1.467985323433244,-0.59229237
TECR,ENSG00000099797,235,False,0.7210266098789151,1.3784979417050907,-0.7140527
NDUFB7,ENSG00000099795,373,False,1.026362332671951,1.3993781212559537,-0.8479727
EMR2,ENSG00000127507,83,False,0.28764673259267254,1.4056425188930515,-0.08435921
BRD4,ENSG00000141867,96,False,0.30486285969657906,1.2479353268686915,-0.37552994
AKAP8,ENSG00000105127,44,True,0.18518162157466128,2.693126141257021,2.2926888
AKAP8L,ENSG00000011243,55,False,0.18592279713552792,1.2714454273650935,-0.33212388
RASAL3,ENSG00000105122,140,False,0.4774080325986257,1.7921463082092657,0.035446364
TPM4,ENSG00000167460,190,False,0.6068715514358655,1.7067033044809332,-0.071761556
RAB8A,ENSG00000167461,305,False,0.9114373425178555,1.8376916755535466,-0.26673326
HSH2D,ENSG00000196684,111,False,0.38689614564973757,1.653053978492916,-0.139077
FAM32A,ENSG00000105058,204,True,0.7796001282724855,3.8242581114620386,2.6137526
AP1M1,ENSG00000072958,88,False,0.28772061126753423,1.2296274455049923,-0.40933132
KLF2,ENSG00000127528,638,False,1.768243449903329,2.5576587977193452,0.52621466
SMIM7,ENSG00000214046,207,True,0.7726627098630227,3.73269767285381,2.4891715
SIN3B,ENSG00000127511,43,False,0.13977508895389756,1.19034540028022,-0.48185676
MYO9B,ENSG00000099331,108,False,0.35396705468812234,1.501191608328344,0.09205063
USE1,ENSG00000053501,101,False,0.3340976741467805,1.395114645295501,-0.10379656
OCEL1,ENSG00000099330,92,False,0.292316022289006,1.2846804711987638,-0.30768836
BABAM1,ENSG00000105393,160,False,0.4883818742417618,1.2573345889154053,-0.63559806
MRPL34,ENSG00000130312,251,False,0.7282874025385031,1.348570854549746,-0.7547728
DDA1,ENSG00000130311,102,False,0.3192689070064062,1.2166899614132936,-0.43321747
BST2,ENSG00000130303,578,False,1.630195052923675,2.239029849736965,0.1336118
CTD-2521M24.9,ENSG00000269640,51,False,0.18901462912442898,1.4070144161282108,-0.081826314
MVB12A,ENSG00000141971,82,False,0.2796272508636271,1.3238500404800488,-0.23537058
PGLS,ENSG00000130313,427,False,1.225779516589608,1.416342288343913,-1.0885104
FCHO1,ENSG00000130475,42,False,0.1381694685390481,1.227859152423529,-0.41259608
RPL18A,ENSG00000105640,895,False,4.111297176768756,2.540887794781204,-0.56614256
CCDC124,ENSG00000007080,162,False,0.4963222773453294,1.3294864592026476,-0.54506695
ARRDC2,ENSG00000105643,95,False,0.3218023915378025,1.3396330919560215,-0.20623073
IL12RB1,ENSG00000096996,104,False,0.3531147810052717,1.3332830294806761,-0.21795468
IFI30,ENSG00000216490,303,True,1.1950369765672362,3.09286125315638,1.6055851
JUND,ENSG00000130522,171,False,0.5564430405299122,1.4087098840890664,-0.44566292
LSM4,ENSG00000130520,332,False,0.9254493672323109,1.2686212026780113,-1.021367
LRRC25,ENSG00000175489,202,False,0.7417449885543468,1.844877864393469,-0.079476334
SSBP4,ENSG00000130511,162,False,0.4980291673327812,1.3012250977297908,-0.5805273
FKBP8,ENSG00000105701,386,False,1.0556919981508963,1.2977111809911637,-0.9827913
KXD1,ENSG00000105700,161,False,0.48350755827506625,1.199338833111066,-0.7083671
UBA52,ENSG00000221983,890,False,3.341908587600033,2.223600398851555,-0.76581293
C19orf60,ENSG00000006015,328,False,0.8789955973712598,1.2167513770995844,-0.934132
COPE,ENSG00000105669,555,False,1.438967447171293,1.84012466345313,-0.6327426
DDX49,ENSG00000105671,64,False,0.20435606043391313,1.2770892287729576,-0.32170385
SUGP2,ENSG00000064607,55,False,0.18148089028807768,1.2138176015145101,-0.43852064
ARMC6,ENSG00000105676,49,False,0.17963838098039867,1.4194266388015313,-0.058909945
MEF2BNB,ENSG00000254901,69,False,0.22796314880059249,1.3522837943309063,-0.18287405
RFXANK,ENSG00000064490,163,True,0.5756323797108438,3.464018742954259,2.1331952
NR2C2AP,ENSG00000184162,48,True,0.1887632843656942,2.3970504177320304,1.7460518
GATAD2A,ENSG00000167491,49,False,0.16270617642864096,1.2090958428680219,-0.4472383
NDUFA13,ENSG00000186010,552,False,1.4427668543301684,1.2360552811899714,-1.7932469
GMIP,ENSG00000089639,64,False,0.19931329273091442,1.1186913870420871,-0.61414975
ATP13A1,ENSG00000105726,54,False,0.18223494352506697,1.3291697402052112,-0.22554894
ZNF101,ENSG00000181896,58,False,0.19840257532745742,1.2641576460660993,-0.34557912
ZNF90,ENSG00000213988,84,False,0.2745737806154654,1.2480713648251254,-0.3752788
ZNF430,ENSG00000118620,60,False,0.20485778730653909,1.2908035411123426,-0.29638347
ZNF91,ENSG00000167232,45,False,0.1647854640875137,1.4187652900291017,-0.060130976
RPSAP58,ENSG00000205246,709,False,2.045668292735858,1.7124187508834088,-1.1248333
UQCRFS1,ENSG00000169021,387,False,1.0196455738566716,1.1815995593824582,-1.1367648
POP4,ENSG00000105171,131,False,0.39597193911902345,1.2007552090871643,-0.70658994
PLEKHF1,ENSG00000166289,61,True,0.3236686394161847,2.076691192149933,1.1545807
URI1,ENSG00000105176,91,False,0.2993047120173718,1.2298011089404848,-0.4090107
PDCD5,ENSG00000105185,237,False,0.6984864714606611,1.3172644832522444,-0.79736954
CEBPA,ENSG00000245848,54,False,0.16885909726189055,1.2677581584120232,-0.33893156
CEBPG,ENSG00000153879,103,False,0.32786280107183524,1.2660754305487156,-0.34203836
PEPD,ENSG00000124299,162,False,0.5346326749416492,1.4100295401662455,-0.4440071
LSM14A,ENSG00000257103,192,True,0.6904685015919925,3.652598210489306,2.380185
GPI,ENSG00000105220,171,False,0.5250328572678646,1.2849280579954763,-0.6009757
UBA2,ENSG00000126261,130,False,0.43456977482673514,2.0853505253002402,0.40333855
CTC-523E23.11,ENSG00000271109,50,False,0.19471629242934352,1.5079117749936701,0.10445789
GRAMD1A,ENSG00000089351,131,False,0.4315352164291594,1.5846536401894011,-0.22490096
FXYD5,ENSG00000089327,772,False,2.192169207760935,2.375749521987518,-0.027551292
USF2,ENSG00000105698,128,False,0.3880803733492577,1.3553443907170861,-0.51262224
TMEM147,ENSG00000105677,265,False,0.7724077059745078,1.2562678455069003,-0.8803642
RBM42,ENSG00000126254,116,False,0.344526775845587,1.1368997135825887,-0.5805322
COX6B1,ENSG00000126267,667,False,1.760245711735097,1.310822362843359,-1.6220039
IGFLR1,ENSG00000126246,115,False,0.3483722500911078,1.1974979185242984,-0.46865126
U2AF1L4,ENSG00000161265,114,False,0.3479302516775424,1.1545395955151412,-0.5479641
PSENEN,ENSG00000205155,188,False,0.5730015717498635,1.267692409298433,-0.6226018
HCST,ENSG00000126264,619,False,1.8024403458103777,1.8542962603196305,-0.68563354
TYROBP,ENSG00000011600,539,False,3.1104203409238353,3.5560718290280198,2.7528584
SDHAF1,ENSG00000205138,75,False,0.2580115259770621,1.3326825697469495,-0.2190633
ALKBH6,ENSG00000239382,44,False,0.15971392640849097,1.308775294158506,-0.2632027
POLR2I,ENSG00000105258,173,False,0.5355562342704421,1.5022459353877042,-0.3283004
TBCB,ENSG00000105254,399,False,1.0793412248733392,2.0010879222512954,-0.05005655
CAPNS1,ENSG00000126247,215,False,0.6516400217834866,1.6927270062574105,-0.28649926
ZNF146,ENSG00000167635,59,False,0.1919249092693713,1.2222730655817937,-0.42290953
SPINT2,ENSG00000167642,203,False,0.635789868593202,1.7423605742266262,-0.027021304
YIF1B,ENSG00000167645,110,False,0.3484251821272995,1.2244004071329406,-0.41898188
KCNK6,ENSG00000099337,52,True,0.26719130669375357,4.070158017117671,4.8350673
PSMD8,ENSG00000099341,382,False,1.018242122997163,1.1835978527820885,-1.1341149
FAM98C,ENSG00000130244,69,False,0.23579783598401766,1.3422555366772817,-0.20138897
RASGRP4,ENSG00000171777,52,False,0.16719243219017296,1.215739389269324,-0.4349725
MAP4K1,ENSG00000104814,91,False,0.31159679260027395,1.4340700613511923,-0.03187417
EIF3K,ENSG00000178982,801,False,2.247944942352521,2.741103913965591,0.4700937
ACTN4,ENSG00000130402,89,True,0.385313541766945,2.9409084739414055,1.476833
ECH1,ENSG00000104823,329,False,0.9208120593358007,1.218130118677067,-1.0883223
HNRNPL,ENSG00000104824,120,False,0.37614090118966187,1.2310926774274449,-0.4066261
SIRT2,ENSG00000068903,91,False,0.2928936921606203,1.2706384810901978,-0.3336137
NFKBIB,ENSG00000104825,50,False,0.17440270322158913,1.308682431621485,-0.26337415
MRPS12,ENSG00000128626,171,False,0.5146859442408925,1.224323635886315,-0.6770179
GMFG,ENSG00000130755,759,False,2.1358467689108767,2.6205649418939223,0.37742248
PAF1,ENSG00000006712,54,False,0.1808932634036771,1.230486091370306,-0.40774605
MED29,ENSG00000063322,101,True,0.3405779468867893,1.9022184433916864,0.8324562
